uuid,name,superClass,interfaces,isInterface,hasSuperClass,hasInterfaces,fields
fc8dd576-6c04-4556-87b8-192704f53aa0,sun.text.normalizer.NormalizerImpl$NormTrieImpl,,sun.text.normalizer.Trie$DataManipulate,false,false,true,"[""normTrie"",""8"",""sun.text.normalizer.IntTrie""]"
d684ad63-48c3-4b08-9c39-f81c6b1ce527,java.util.regex.Pattern$Category,java.util.regex.Pattern$CharProperty,,false,true,false,"[""typeMask"",""16"",""int""]"
a80d9edd-6ee6-479a-9779-2be4f8539295,sun.security.provider.SeedGenerator$ThreadedSeedGenerator$BogusThread,,java.lang.Runnable,false,false,true,
f7ff87f9-c6fd-4f33-bd30-c584cacccd8d,sun.net.util.URLUtil,,,false,false,false,
081bac7e-33f5-46d9-a65a-4a2f4e90e7b7,java.util.function.LongConsumer$lambda_andThen_0__326,,java.util.function.LongConsumer,false,false,true,"[""cap1"",""0"",""java.util.function.LongConsumer""]|[""cap0"",""0"",""java.util.function.LongConsumer""]"
41e33e60-47ad-437c-8915-dbb5595c0c74,java.util.stream.FindOps$FindOp,,java.util.stream.TerminalOp,false,false,true,"[""emptyValue"",""16"",""java.lang.Object""]|[""presentPredicate"",""16"",""java.util.function.Predicate""]|[""shape"",""18"",""java.util.stream.StreamShape""]|[""sinkSupplier"",""16"",""java.util.function.Supplier""]|[""mustFindFirst"",""16"",""boolean""]"
3ba1e726-3ce0-499b-89bb-5d23d625df2f,sun.reflect.DelegatingConstructorAccessorImpl,sun.reflect.ConstructorAccessorImpl,,false,true,false,"[""delegate"",""2"",""sun.reflect.ConstructorAccessorImpl""]"
c567748b-4aa6-402b-a760-4600dd179714,java.lang.CharSequence,,,true,false,false,
8c6d871e-5caf-43d6-930f-0dd04366be1f,java.util.concurrent.Executors$FinalizableDelegatedExecutorService,java.util.concurrent.Executors$DelegatedExecutorService,,false,true,false,
7addc207-9aef-436a-891b-d1e993450c74,java.util.stream.Collectors$lambda_groupingByConcurrent_51__141,,java.util.function.BiConsumer,false,false,true,"[""cap2"",""0"",""java.util.function.BiConsumer""]|[""cap0"",""0"",""java.util.function.Function""]|[""cap1"",""0"",""java.util.function.Supplier""]"
447de62a-5d34-41d4-a731-5342df29c50b,java.time.chrono.HijrahDate$1,,,false,false,false,"[""$SwitchMap$java$time$temporal$ChronoField"",""4120"",""int[]""]"
7e303414-7fdc-4ca1-adc3-4a1deb5c983c,java.util.regex.Pattern$CharProperty$1,java.util.regex.Pattern$CharProperty,,false,true,false,"[""this$0"",""4112"",""java.util.regex.Pattern$CharProperty""]"
36aab696-20bb-486e-a4c1-5f1fb42d154e,java.time.format.DateTimeFormatterBuilder,,,false,false,false,"[""QUERY_REGION_ONLY"",""26"",""java.time.temporal.TemporalQuery""]|[""optional"",""18"",""boolean""]|[""FIELD_MAP"",""26"",""java.util.Map""]|[""padNextChar"",""2"",""char""]|[""valueParserIndex"",""2"",""int""]|[""LENGTH_SORT"",""24"",""java.util.Comparator""]|[""padNextWidth"",""2"",""int""]|[""parent"",""18"",""java.time.format.DateTimeFormatterBuilder""]|[""printerParsers"",""18"",""java.util.List""]|[""active"",""2"",""java.time.format.DateTimeFormatterBuilder""]"
1d3a0aac-2d96-4ccd-98ae-772b47ad7530,java.nio.file.ProviderMismatchException,java.lang.IllegalArgumentException,,false,true,false,"[""serialVersionUID"",""24"",""long""]"
91bde2b7-dd2d-41ca-a63e-9e005c17dbb5,java.util.ArraysParallelSortHelpers$FJFloat$Merger,java.util.concurrent.CountedCompleter,,false,true,false,"[""rbase"",""16"",""int""]|[""serialVersionUID"",""24"",""long""]|[""lbase"",""16"",""int""]|[""wbase"",""16"",""int""]|[""gran"",""16"",""int""]|[""lsize"",""16"",""int""]|[""a"",""16"",""float[]""]|[""w"",""16"",""float[]""]|[""rsize"",""16"",""int""]"
e3a56c23-5a32-41c6-a6a3-e53d63ea8f20,java.util.Currency,,java.io.Serializable,false,false,true,"[""scCutOverTimes"",""8"",""long[]""]|[""DISPLAYNAME"",""26"",""int""]|[""otherCurrenciesNumericCode"",""8"",""int[]""]|[""defaultFractionDigits"",""146"",""int""]|[""scOldCurrenciesNumericCode"",""8"",""int[]""]|[""NUMERIC_CODE_MASK"",""26"",""int""]|[""VALID_FORMAT_VERSION"",""26"",""int""]|[""SIMPLE_CASE_COUNTRY_MASK"",""26"",""int""]|[""SIMPLE_CASE_COUNTRY_FINAL_CHAR_MASK"",""26"",""int""]|[""scOldCurrencies"",""8"",""java.lang.String[]""]|[""COUNTRY_WITHOUT_CURRENCY_ENTRY"",""26"",""int""]|[""scNewCurrencies"",""8"",""java.lang.String[]""]|[""mainTable"",""8"",""int[]""]|[""available"",""10"",""java.util.HashSet""]|[""otherCurrenciesDFD"",""8"",""int[]""]|[""NUMERIC_CODE_SHIFT"",""26"",""int""]|[""scNewCurrenciesDFD"",""8"",""int[]""]|[""SPECIAL_CASE_COUNTRY_INDEX_DELTA"",""26"",""int""]|[""scOldCurrenciesDFD"",""8"",""int[]""]|[""scNewCurrenciesNumericCode"",""8"",""int[]""]|[""SIMPLE_CASE_COUNTRY_DEFAULT_DIGITS_SHIFT"",""26"",""int""]|[""A_TO_Z"",""26"",""int""]|[""SYMBOL"",""26"",""int""]|[""MAGIC_NUMBER"",""26"",""int""]|[""dataVersion"",""8"",""int""]|[""SPECIAL_CASE_COUNTRY_MASK"",""26"",""int""]|[""COUNTRY_TYPE_MASK"",""26"",""int""]|[""SIMPLE_CASE_COUNTRY_MAX_DEFAULT_DIGITS"",""26"",""int""]|[""numericCode"",""146"",""int""]|[""SIMPLE_CASE_COUNTRY_DEFAULT_DIGITS_MASK"",""26"",""int""]|[""SPECIAL_CASE_COUNTRY_INDEX_MASK"",""26"",""int""]|[""instances"",""10"",""java.util.concurrent.ConcurrentMap""]|[""serialVersionUID"",""26"",""long""]|[""INVALID_COUNTRY_ENTRY"",""26"",""int""]|[""currencyCode"",""18"",""java.lang.String""]|[""formatVersion"",""8"",""int""]|[""otherCurrencies"",""8"",""java.lang.String""]"
aec6b8e9-2fa8-4216-a8ad-d6a45ec898f6,java.util.concurrent.SynchronousQueue$TransferStack$SNode,,,false,false,false,"[""mode"",""0"",""int""]|[""UNSAFE"",""26"",""sun.misc.Unsafe""]|[""nextOffset"",""26"",""long""]|[""match"",""64"",""java.util.concurrent.SynchronousQueue$TransferStack$SNode""]|[""waiter"",""64"",""java.lang.Thread""]|[""next"",""64"",""java.util.concurrent.SynchronousQueue$TransferStack$SNode""]|[""item"",""0"",""java.lang.Object""]|[""matchOffset"",""26"",""long""]"
97862b81-a7b8-4ed9-a6a8-ed5ca195f2e1,sun.nio.ch.SocketAdaptor$SocketInputStream,sun.nio.ch.ChannelInputStream,,false,true,false,"[""this$0"",""4112"",""sun.nio.ch.SocketAdaptor""]"
da3dd96a-b375-4129-8c36-b562d1e52b79,java.util.PrimitiveIterator$OfInt$accept__234,,java.util.function.IntConsumer,false,false,true,"[""cap0"",""0"",""java.util.function.Consumer""]"
22798da1-39e6-4695-96e2-e834fb4f17a6,sun.net.ProgressSource,,,false,false,false,"[""url"",""2"",""java.net.URL""]|[""contentType"",""2"",""java.lang.String""]|[""lastProgress"",""2"",""long""]|[""state"",""2"",""sun.net.ProgressSource$State""]|[""connected"",""2"",""boolean""]|[""threshold"",""2"",""int""]|[""progressMonitor"",""2"",""sun.net.ProgressMonitor""]|[""progress"",""2"",""long""]|[""expected"",""2"",""long""]|[""method"",""2"",""java.lang.String""]"
5a1a4397-5d92-450e-bafb-3712c94a864e,java.util.LinkedHashMap,java.util.HashMap,java.util.Map,false,true,true,"[""head"",""128"",""java.util.LinkedHashMap$Entry""]|[""accessOrder"",""16"",""boolean""]|[""tail"",""128"",""java.util.LinkedHashMap$Entry""]|[""serialVersionUID"",""26"",""long""]"
8a0a345a-c838-4bb5-a9f0-a3ee5850c133,java.nio.channels.InterruptibleChannel,,java.nio.channels.Channel,true,false,true,
419fd287-ba5b-47f4-b59d-450082f2230c,java.util.stream.Nodes$LongSpinedNodeBuilder,java.util.stream.SpinedBuffer$OfLong,java.util.stream.Node$OfLong|java.util.stream.Node$Builder$OfLong,false,true,true,"[""$assertionsDisabled"",""4120"",""boolean""]|[""building"",""2"",""boolean""]"
4a648599-9ea2-43d2-a768-eef3c6e07a5f,java.util.Collections$UnmodifiableNavigableMap$EmptyNavigableMap,java.util.Collections$UnmodifiableNavigableMap,java.io.Serializable,false,true,true,"[""serialVersionUID"",""26"",""long""]"
0731c89f-9b3a-4490-a89e-9b2b141b7f8d,java.lang.ref.Reference$Lock,,,false,false,false,
a93223b3-2f47-4c6b-96f3-8b11a2411cf6,java.util.stream.Streams$ConcatSpliterator$OfInt,java.util.stream.Streams$ConcatSpliterator$OfPrimitive,java.util.Spliterator$OfInt,false,true,true,
1a2b7d30-3692-4064-9528-408bdfee2e59,java.util.stream.Collectors$lambda_summingDouble_19__262,,java.util.function.BiConsumer,false,false,true,"[""cap0"",""0"",""java.util.function.ToDoubleFunction""]"
6cbe71d4-5c4b-473a-9cbe-5c64b9cee6ff,java.nio.DirectShortBufferU,java.nio.ShortBuffer,sun.nio.ch.DirectBuffer,false,true,true,"[""$assertionsDisabled"",""4120"",""boolean""]|[""unaligned"",""28"",""boolean""]|[""arrayBaseOffset"",""26"",""long""]|[""att"",""18"",""java.lang.Object""]|[""unsafe"",""28"",""sun.misc.Unsafe""]"
a0855884-960d-4e08-bf9c-f8aff9316d1d,java.util.Spliterators$AbstractDoubleSpliterator,,java.util.Spliterator$OfDouble,false,false,true,"[""batch"",""2"",""int""]|[""characteristics"",""18"",""int""]|[""MAX_BATCH"",""24"",""int""]|[""BATCH_UNIT"",""24"",""int""]|[""est"",""2"",""long""]"
d9507068-5de4-4d26-be82-ef1b87a45581,java.util.function.ToIntFunction,,,true,false,false,
06996800-3f46-4963-baf8-ab71fcb1e4bc,sun.net.www.http.PosterOutputStream,java.io.ByteArrayOutputStream,,false,true,false,"[""closed"",""2"",""boolean""]"
fd3504ca-bac1-4e18-b494-538d0527209e,java.util.Base64$Encoder,,,false,false,false,"[""newline"",""18"",""byte[]""]|[""isURL"",""18"",""boolean""]|[""MIMELINEMAX"",""26"",""int""]|[""RFC4648"",""24"",""java.util.Base64$Encoder""]|[""RFC4648_URLSAFE"",""24"",""java.util.Base64$Encoder""]|[""linemax"",""18"",""int""]|[""toBase64"",""26"",""char[]""]|[""RFC2045"",""24"",""java.util.Base64$Encoder""]|[""toBase64URL"",""26"",""char[]""]|[""doPadding"",""18"",""boolean""]|[""CRLF"",""26"",""byte[]""]"
f74b7e44-6330-434a-8f14-62c187b2da54,java.io.ObjectOutputStream$DebugTraceInfoStack,,,false,false,false,"[""stack"",""18"",""java.util.List""]"
874390da-f54c-4ed8-a377-c2a9b44340ab,java.nio.DirectShortBufferS,java.nio.ShortBuffer,sun.nio.ch.DirectBuffer,false,true,true,"[""$assertionsDisabled"",""4120"",""boolean""]|[""unaligned"",""28"",""boolean""]|[""arrayBaseOffset"",""26"",""long""]|[""att"",""18"",""java.lang.Object""]|[""unsafe"",""28"",""sun.misc.Unsafe""]"
70a10cab-3f1d-4bae-be8f-629713104d67,sun.text.normalizer.RangeValueIterator$Element,,,false,false,false,"[""limit"",""1"",""int""]|[""value"",""1"",""int""]|[""start"",""1"",""int""]"
024a183a-f3ee-46b9-a9b9-e103e8b8776d,sun.util.locale.provider.SPILocaleProviderAdapter$DateFormatProviderDelegate,java.text.spi.DateFormatProvider,sun.util.locale.provider.SPILocaleProviderAdapter$Delegate,false,true,true,"[""$assertionsDisabled"",""4120"",""boolean""]|[""map"",""2"",""java.util.concurrent.ConcurrentMap""]"
ef5e1041-fe49-47ea-8afb-ca2c9ba90e8d,sun.security.action.GetBooleanAction,,java.security.PrivilegedAction,false,false,true,"[""theProp"",""2"",""java.lang.String""]"
a88086c3-062a-4298-9ce0-829730490e86,sun.net.www.URLConnection,java.net.URLConnection,,false,true,false,"[""contentType"",""2"",""java.lang.String""]|[""properties"",""4"",""sun.net.www.MessageHeader""]|[""contentLength"",""2"",""int""]|[""proxiedHosts"",""10"",""java.util.HashMap""]"
208b3bb6-bab2-45ca-9bcc-b8f955facda4,java.lang.reflect.ReflectAccess,,sun.reflect.LangReflectAccess,false,false,true,
1dd6997c-9738-48da-9056-75bfcd00b1c2,javax.security.auth.AuthPermission,java.security.BasicPermission,,false,true,false,"[""serialVersionUID"",""26"",""long""]"
a08df256-9a68-4f53-acdf-9c3a3d03e18c,java.util.concurrent.locks.AbstractQueuedSynchronizer,java.util.concurrent.locks.AbstractOwnableSynchronizer,java.io.Serializable,false,true,true,"[""state"",""66"",""int""]|[""spinForTimeoutThreshold"",""24"",""long""]|[""stateOffset"",""26"",""long""]|[""head"",""194"",""java.util.concurrent.locks.AbstractQueuedSynchronizer$Node""]|[""headOffset"",""26"",""long""]|[""tailOffset"",""26"",""long""]|[""nextOffset"",""26"",""long""]|[""tail"",""194"",""java.util.concurrent.locks.AbstractQueuedSynchronizer$Node""]|[""serialVersionUID"",""26"",""long""]|[""waitStatusOffset"",""26"",""long""]|[""unsafe"",""26"",""sun.misc.Unsafe""]"
b3f3e150-08e5-4f86-ac77-1ba72c5d56a6,java.lang.Throwable$PrintStreamOrWriter,,,false,false,false,
5bd691f1-b02f-48c8-adcd-8081a4a81da9,sun.nio.ch.KQueueSelectorImpl$MapEntry,,,false,false,false,"[""updateCount"",""0"",""long""]|[""ski"",""0"",""sun.nio.ch.SelectionKeyImpl""]"
56c6690c-717d-4ab9-b47f-b6b81e3df038,java.lang.reflect.Array,,,false,false,false,
070f7bd6-9199-4ba7-b874-11dc6c71e1c9,java.util.Scanner,,java.util.Iterator|java.io.Closeable,false,false,true,"[""buf"",""2"",""java.nio.CharBuffer""]|[""hasNextResult"",""2"",""java.lang.String""]|[""boolPattern"",""74"",""java.util.regex.Pattern""]|[""source"",""2"",""java.lang.Readable""]|[""closed"",""2"",""boolean""]|[""locale"",""2"",""java.util.Locale""]|[""skipped"",""2"",""boolean""]|[""negativePrefix"",""2"",""java.lang.String""]|[""NON_ASCII_DIGIT"",""10"",""java.util.regex.Pattern""]|[""LINE_SEPARATOR_PATTERN"",""26"",""java.lang.String""]|[""decimalPattern"",""2"",""java.util.regex.Pattern""]|[""infinityString"",""2"",""java.lang.String""]|[""SIMPLE_GROUP_INDEX"",""2"",""int""]|[""savedScannerPosition"",""2"",""int""]|[""sourceClosed"",""2"",""boolean""]|[""defaultRadix"",""2"",""int""]|[""patternCache"",""2"",""sun.misc.LRUCache""]|[""delimPattern"",""2"",""java.util.regex.Pattern""]|[""radix"",""2"",""int""]|[""separatorPattern"",""74"",""java.util.regex.Pattern""]|[""BUFFER_SIZE"",""26"",""int""]|[""matchValid"",""2"",""boolean""]|[""needInput"",""2"",""boolean""]|[""negativeSuffix"",""2"",""java.lang.String""]|[""non0Digit"",""2"",""java.lang.String""]|[""linePattern"",""74"",""java.util.regex.Pattern""]|[""$assertionsDisabled"",""4120"",""boolean""]|[""integerPattern"",""2"",""java.util.regex.Pattern""]|[""nanString"",""2"",""java.lang.String""]|[""typeCache"",""2"",""java.lang.Object""]|[""WHITESPACE_PATTERN"",""10"",""java.util.regex.Pattern""]|[""decimalSeparator"",""2"",""java.lang.String""]|[""BOOLEAN_PATTERN"",""26"",""java.lang.String""]|[""positiveSuffix"",""2"",""java.lang.String""]|[""matcher"",""2"",""java.util.regex.Matcher""]|[""hasNextPattern"",""2"",""java.util.regex.Pattern""]|[""position"",""2"",""int""]|[""digits"",""2"",""java.lang.String""]|[""hasNextPosition"",""2"",""int""]|[""floatPattern"",""2"",""java.util.regex.Pattern""]|[""FIND_ANY_PATTERN"",""10"",""java.util.regex.Pattern""]|[""lastException"",""2"",""java.io.IOException""]|[""groupSeparator"",""2"",""java.lang.String""]|[""positivePrefix"",""2"",""java.lang.String""]|[""LINE_PATTERN"",""26"",""java.lang.String""]"
ed8465e7-e7fb-439b-8b47-8732cefcf2da,java.util.stream.StreamSpliterators$ArrayBuffer$OfDouble,java.util.stream.StreamSpliterators$ArrayBuffer$OfPrimitive,java.util.function.DoubleConsumer,false,true,true,"[""array"",""16"",""double[]""]"
ab39e14c-aeaf-4e6d-84a3-bc5339489baa,java.nio.channels.AsynchronousChannel,,java.nio.channels.Channel,true,false,true,
0670b894-b553-4b5e-918f-650f549d1d1a,java.net.URI$Parser,,,false,false,false,"[""ipv6byteCount"",""2"",""int""]|[""this$0"",""4112"",""java.net.URI""]|[""requireServerAuthority"",""2"",""boolean""]|[""input"",""2"",""java.lang.String""]"
dc6f37a8-7ea6-4ff9-9289-5cfba37fbc3f,java.time.chrono.JapaneseEra,,java.time.chrono.Era|java.io.Serializable,false,false,true,"[""TAISHO"",""25"",""java.time.chrono.JapaneseEra""]|[""REIWA"",""26"",""java.time.chrono.JapaneseEra""]|[""SHOWA"",""25"",""java.time.chrono.JapaneseEra""]|[""MEIJI"",""25"",""java.time.chrono.JapaneseEra""]|[""ERA_OFFSET"",""24"",""int""]|[""ERA_CONFIG"",""24"",""sun.util.calendar.Era[]""]|[""N_ERA_CONSTANTS"",""26"",""int""]|[""serialVersionUID"",""26"",""long""]|[""eraValue"",""146"",""int""]|[""HEISEI"",""25"",""java.time.chrono.JapaneseEra""]|[""since"",""146"",""java.time.LocalDate""]|[""KNOWN_ERAS"",""26"",""java.time.chrono.JapaneseEra[]""]"
9180a3b0-7d80-4965-810e-19ace3adbf05,java.lang.annotation.Documented,,java.lang.annotation.Annotation,true,false,true,
282ea53d-235d-485a-b3f9-dce89f05c916,java.util.concurrent.ThreadFactory,,,true,false,false,
63d4d912-d60f-4775-b0ca-a077885027c5,sun.net.www.protocol.http.HttpURLConnection$lambda_getNetProperty_0__16,,java.security.PrivilegedAction,false,false,true,"[""cap0"",""0"",""java.lang.String""]"
091d972b-a54e-41b9-b048-74a99d34d6e6,java.util.Vector$Itr,,java.util.Iterator,false,false,true,"[""expectedModCount"",""0"",""int""]|[""cursor"",""0"",""int""]|[""lastRet"",""0"",""int""]|[""this$0"",""4112"",""java.util.Vector""]"
56e95ac5-32af-4068-8595-250a9ca1e30f,java.util.stream.Streams$2,,java.lang.Runnable,false,false,true,"[""val$a"",""4112"",""java.util.stream.BaseStream""]|[""val$b"",""4112"",""java.util.stream.BaseStream""]"
c578e20f-ebe7-4c38-9b96-7d35c2ceb8d1,java.util.stream.Streams$1,,java.lang.Runnable,false,false,true,"[""val$a"",""4112"",""java.lang.Runnable""]|[""val$b"",""4112"",""java.lang.Runnable""]"
6d140032-a68b-492a-b0c1-6bd272cfaf03,sun.security.provider.PolicyParser$PermissionEntry,,,false,false,false,"[""signedBy"",""1"",""java.lang.String""]|[""action"",""1"",""java.lang.String""]|[""permission"",""1"",""java.lang.String""]|[""name"",""1"",""java.lang.String""]"
eab39870-d305-4cca-bc9a-5d286942eac9,java.util.stream.Nodes$InternalNodeSpliterator$OfInt,java.util.stream.Nodes$InternalNodeSpliterator$OfPrimitive,java.util.Spliterator$OfInt,false,true,true,
46f7ba33-ea5a-4753-bec7-ce6d648e1bfb,java.lang.CharacterDataLatin1,java.lang.CharacterData,,false,true,false,"[""A_DATA"",""24"",""java.lang.String""]|[""B"",""24"",""char[]""]|[""$assertionsDisabled"",""4120"",""boolean""]|[""A"",""24"",""int[]""]|[""sharpsMap"",""8"",""char[]""]|[""instance"",""24"",""java.lang.CharacterDataLatin1""]"
753329a7-9d2e-4ac7-83e4-68a4efa8e460,sun.misc.JavaLangRefAccess,,,true,false,false,
ecbb03fa-02bd-463c-bd0f-5f9afab785e8,java.util.stream.Nodes$IntFixedNodeBuilder,java.util.stream.Nodes$IntArrayNode,java.util.stream.Node$Builder$OfInt,false,true,true,"[""$assertionsDisabled"",""4120"",""boolean""]"
fbed52de-c1d6-473b-a4ff-e7bbaccd7c40,java.security.spec.EllipticCurve,,,false,false,false,"[""b"",""18"",""java.math.BigInteger""]|[""seed"",""18"",""byte[]""]|[""a"",""18"",""java.math.BigInteger""]|[""field"",""18"",""java.security.spec.ECField""]"
842e20db-b8d1-4b5d-9ef3-91129c00a364,java.util.stream.StreamSpliterators$ArrayBuffer$OfRef,java.util.stream.StreamSpliterators$ArrayBuffer,java.util.function.Consumer,false,true,true,"[""array"",""16"",""java.lang.Object[]""]"
240af8b5-427b-4604-8862-3891842ed809,sun.security.util.Pem,,,false,false,false,
42b57850-d9de-429b-9b8d-090460fcf958,java.util.Spliterator$OfLong$accept__202,,java.util.function.LongConsumer,false,false,true,"[""cap0"",""0"",""java.util.function.Consumer""]"
4b28a530-4f06-4839-859d-174d25e9bda6,java.lang.IllegalAccessError,java.lang.IncompatibleClassChangeError,,false,true,false,"[""serialVersionUID"",""26"",""long""]"
4c3fb836-4c1f-4d7d-a077-ec0da6a91e0a,java.security.Provider$1,,,false,false,false,
ffcedc8c-df86-409a-af6c-5c777bac1f45,sun.net.www.protocol.http.AuthenticationInfo,sun.net.www.protocol.http.AuthCacheValue,java.lang.Cloneable,false,true,true,"[""serialVersionUID"",""24"",""long""]|[""$assertionsDisabled"",""4120"",""boolean""]|[""protocol"",""0"",""java.lang.String""]|[""PROXY_AUTHENTICATION"",""25"",""char""]|[""port"",""0"",""int""]|[""s1"",""0"",""java.lang.String""]|[""path"",""0"",""java.lang.String""]|[""s2"",""0"",""java.lang.String""]|[""type"",""0"",""char""]|[""pw"",""132"",""java.net.PasswordAuthentication""]|[""serializeAuth"",""24"",""boolean""]|[""authScheme"",""0"",""sun.net.www.protocol.http.AuthScheme""]|[""realm"",""0"",""java.lang.String""]|[""requests"",""10"",""java.util.HashMap""]|[""SERVER_AUTHENTICATION"",""25"",""char""]|[""host"",""0"",""java.lang.String""]"
77ca13fb-f6ed-4198-a191-d7b28120d927,java.lang.invoke.MethodHandleImpl$2,,java.util.function.Function,false,false,true,
c3e97973-aa4c-4a39-894b-2aab48123293,java.util.Locale$Cache,sun.util.locale.LocaleObjectCache,,false,true,false,
c8510580-e41a-4abd-8d56-ec63b404a1b8,java.lang.ArrayStoreException,java.lang.RuntimeException,,false,true,false,"[""serialVersionUID"",""26"",""long""]"
3466b16d-560b-4f28-9843-56e00c335d4c,java.lang.invoke.MethodHandleImpl$1,,java.security.PrivilegedAction,false,false,true,"[""val$values"",""4112"",""java.lang.Object[]""]"
82ee8c47-0bc5-43cb-ba88-374100e043a2,java.lang.invoke.MethodHandleImpl$4,java.lang.ClassValue,,false,true,false,
3e4e1bd2-213d-44b3-b983-66c48c70f55c,java.lang.invoke.MethodHandleImpl$3,,java.util.function.Function,false,false,true,
458086cf-64d1-41a0-b358-3c87c7412239,java.lang.CharSequence$1CodePointIterator,,java.util.PrimitiveIterator$OfInt,false,false,true,"[""cur"",""0"",""int""]|[""this$0"",""4112"",""java.lang.CharSequence""]"
af9c3fab-b936-406b-bce2-60073c732da8,sun.security.x509.AttributeNameEnumeration,java.util.Vector,,false,true,false,"[""serialVersionUID"",""26"",""long""]"
f5affad7-803d-4dc1-bb8d-38238c298999,java.lang.ProcessBuilder$Redirect$4,java.lang.ProcessBuilder$Redirect,,false,true,false,"[""val$file"",""4112"",""java.io.File""]"
d8fc7efb-5270-4f6a-a288-ab36d8e7f557,java.lang.ProcessBuilder$Redirect$5,java.lang.ProcessBuilder$Redirect,,false,true,false,"[""val$file"",""4112"",""java.io.File""]"
3bcde998-bb4a-46ae-96a2-e721f8b88512,java.util.concurrent.atomic.AtomicBoolean,,java.io.Serializable,false,false,true,"[""serialVersionUID"",""26"",""long""]|[""value"",""66"",""int""]|[""unsafe"",""26"",""sun.misc.Unsafe""]|[""valueOffset"",""26"",""long""]"
922b7c8d-d2be-4fc4-97c8-2b7a7933af83,sun.util.resources.ParallelListResourceBundle$1,,,false,false,false,
c482214a-517b-4017-b302-514f68b7b407,java.util.stream.Streams$StreamBuilderImpl,java.util.stream.Streams$AbstractStreamBuilderImpl,java.util.stream.Stream$Builder,false,true,true,"[""first"",""0"",""java.lang.Object""]|[""buffer"",""0"",""java.util.stream.SpinedBuffer""]"
20a90db2-a6db-4c92-9c99-17c4795d8fac,sun.text.normalizer.UCharacterPropertyReader,,sun.text.normalizer.ICUBinary$Authenticate,false,false,true,"[""m_unicodeVersion_"",""2"",""byte[]""]|[""DATA_FORMAT_ID_"",""26"",""byte[]""]|[""m_dataInputStream_"",""2"",""java.io.DataInputStream""]|[""DATA_FORMAT_VERSION_"",""26"",""byte[]""]|[""m_exceptionOffset_"",""2"",""int""]|[""m_reservedOffset_"",""2"",""int""]|[""m_caseOffset_"",""2"",""int""]|[""m_additionalColumnsCount_"",""2"",""int""]|[""m_propertyOffset_"",""2"",""int""]|[""m_additionalOffset_"",""2"",""int""]|[""INDEX_SIZE_"",""26"",""int""]|[""m_additionalVectorsOffset_"",""2"",""int""]"
c6cde50a-e6ac-4147-bf42-32c9dc19c942,java.util.stream.Collectors$lambda_summingInt_11__111,,java.util.function.BiConsumer,false,false,true,"[""cap0"",""0"",""java.util.function.ToIntFunction""]"
6a24e8ca-b7de-405e-8e50-c0a551c600d8,sun.security.provider.SecureRandom$1,,,false,false,false,
850531a7-efc2-47c4-93b7-dd0649c634c8,sun.util.calendar.ImmutableGregorianDate,sun.util.calendar.BaseCalendar$Date,,false,true,false,"[""date"",""18"",""sun.util.calendar.BaseCalendar$Date""]"
c0d623ec-3244-4442-8825-58d20fa6bd64,java.nio.file.FileTreeWalker$DirectoryNode,,,false,false,false,"[""key"",""18"",""java.lang.Object""]|[""stream"",""18"",""java.nio.file.DirectoryStream""]|[""iterator"",""18"",""java.util.Iterator""]|[""skipped"",""2"",""boolean""]|[""dir"",""18"",""java.nio.file.Path""]"
769f8fc8-ad7d-4797-b986-0a7e0e84fc94,java.lang.ClassValue$Version,,,false,false,false,"[""promise"",""18"",""java.lang.ClassValue$Entry""]|[""classValue"",""18"",""java.lang.ClassValue""]"
02222725-a73c-48f6-877e-820168079c1e,java.lang.AbstractStringBuilder,,java.lang.Appendable|java.lang.CharSequence,false,false,true,"[""MAX_ARRAY_SIZE"",""26"",""int""]|[""value"",""0"",""char[]""]|[""count"",""0"",""int""]"
3c8badd2-b9e3-4149-a4be-d86bb694a6b8,java.lang.ProcessBuilder$Redirect$1,java.lang.ProcessBuilder$Redirect,,false,true,false,
4a383efa-3ac7-4bf1-8c76-e9779dd34a29,java.lang.ProcessBuilder$Redirect$2,java.lang.ProcessBuilder$Redirect,,false,true,false,
fbd62513-6504-4fd1-9143-3b1ebfbb7c32,java.nio.charset.IllegalCharsetNameException,java.lang.IllegalArgumentException,,false,true,false,"[""serialVersionUID"",""26"",""long""]|[""charsetName"",""2"",""java.lang.String""]"
22eea0ea-b345-4b3c-85be-d1f65f12dc0c,java.lang.CharacterData,,,false,false,false,
bf769a26-7222-4cfb-b475-614325aa87da,java.lang.ProcessBuilder$Redirect$3,java.lang.ProcessBuilder$Redirect,,false,true,false,"[""val$file"",""4112"",""java.io.File""]"
0ca119dd-d8d8-4e5b-a313-6ac226a015d5,java.lang.ref.WeakReference,java.lang.ref.Reference,,false,true,false,
ad4e3137-5e27-42ec-9f35-bd3d668feccd,sun.util.locale.StringTokenIterator,,,false,false,false,"[""token"",""2"",""java.lang.String""]|[""delimiterChar"",""2"",""char""]|[""text"",""2"",""java.lang.String""]|[""start"",""2"",""int""]|[""end"",""2"",""int""]|[""dlms"",""2"",""java.lang.String""]|[""done"",""2"",""boolean""]"
